"file","replicate","experiment","fraction"
"Nsco_PCP_SEC_SILAC_Brain_set1_fraction51_repeat.raw","Brain1","F51",1
"Nsco_PCP_SEC_SILAC_Mice_brain_fraction_51.raw","Brain1","F51",2
"Nsco_PCP_SEC_SILAC_Mice_brain_fraction_52.raw","Brain1","F52",2
"Nsco_PCP_SEC_SILAC_Mice_brain_fraction_53.raw","Brain1","F53",2
"Nsco_PCP_SEC_SILAC_Mice_brain_fraction_54.raw","Brain1","F54",2
"Nsco_PCP_SEC_SILAC_Mice_brain_fraction_55.raw","Brain1","F55",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction01.raw","Brain2","F01",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction02.raw","Brain2","F02",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction03_repeat.raw","Brain2","F03",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction03.raw","Brain2","F03",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction04_repeat.raw","Brain2","F04",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction04.raw","Brain2","F04",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction05_140912195532.raw","Brain2","F05",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction05.raw","Brain2","F05",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction06_140912232454.raw","Brain2","F06",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction06.raw","Brain2","F06",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction07.raw","Brain2","F07",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction08_repeat.raw","Brain2","F08",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction08.raw","Brain2","F08",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction09_repeat.raw","Brain2","F09",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction09_repeat2.raw","Brain2","F09",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction09.raw","Brain2","F09",3
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction10_repeat.raw","Brain2","F10",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction10.raw","Brain2","F10",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction11_repeat.raw","Brain2","F11",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction11.raw","Brain2","F11",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction12_repeat.raw","Brain2","F12",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction12.raw","Brain2","F12",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction13_repeat.raw","Brain2","F13",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction13_repeat2.raw","Brain2","F13",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction13.raw","Brain2","F13",3
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction14_140929141122.raw","Brain2","F14",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction14_repeat.raw","Brain2","F14",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction15_repeat.raw","Brain2","F15",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction15.raw","Brain2","F15",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction16_repeat.raw","Brain2","F16",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction16.raw","Brain2","F16",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction17_repeat.raw","Brain2","F17",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction17_repeat2.raw","Brain2","F17",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction17.raw","Brain2","F17",3
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction18_repeat_141009174121.raw","Brain2","F18",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction18_repeat.raw","Brain2","F18",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction18.raw","Brain2","F18",3
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction19_repeat.raw","Brain2","F19",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction19.raw","Brain2","F19",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction20.raw","Brain2","F20",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction21.raw","Brain2","F21",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction22_repeat.raw","Brain2","F22",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction22.raw","Brain2","F22",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction23.raw","Brain2","F23",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction24_repeat.raw","Brain2","F24",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction24.raw","Brain2","F24",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction25_repeat.raw","Brain2","F25",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction25.raw","Brain2","F25",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction26_repeat.raw","Brain2","F26",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction26.raw","Brain2","F26",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction27_repeat.raw","Brain2","F27",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction27.raw","Brain2","F27",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction28_repeat.raw","Brain2","F28",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction28.raw","Brain2","F28",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction29_repeat.raw","Brain2","F29",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction29.raw","Brain2","F29",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction30_repeat.raw","Brain2","F30",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction30.raw","Brain2","F30",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction31_repeat.raw","Brain2","F31",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction31.raw","Brain2","F31",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction32_repeat.raw","Brain2","F32",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction32.raw","Brain2","F32",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction33_repeat.raw","Brain2","F33",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction33.raw","Brain2","F33",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction34_repeat.raw","Brain2","F34",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction34.raw","Brain2","F34",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction35_repeat.raw","Brain2","F35",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction35.raw","Brain2","F35",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction36_repeat.raw","Brain2","F36",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction36.raw","Brain2","F36",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction37_repeat.raw","Brain2","F37",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction37.raw","Brain2","F37",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction38_repeat.raw","Brain2","F38",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction38.raw","Brain2","F38",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction39.raw","Brain2","F39",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction40.raw","Brain2","F40",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction41.raw","Brain2","F41",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction42.raw","Brain2","F42",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction43.raw","Brain2","F43",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction44_repeat.raw","Brain2","F44",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction44.raw","Brain2","F44",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction45.raw","Brain2","F45",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction46.raw","Brain2","F46",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction47_repeat.raw","Brain2","F47",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction47.raw","Brain2","F47",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction48_repeat.raw","Brain2","F48",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction48.raw","Brain2","F48",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction49.raw","Brain2","F49",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction51.raw","Brain2","F51",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction52_repeat.raw","Brain2","F52",1
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction52.raw","Brain2","F52",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction53.raw","Brain2","F53",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction54.raw","Brain2","F54",2
"Nsco_PCP_SEC_SILAC_Brain_set2_fraction55.raw","Brain2","F55",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_01.raw","Heart1","F01",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_02.raw","Heart1","F02",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_03.raw","Heart1","F03",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_04.raw","Heart1","F04",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_05.raw","Heart1","F05",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_06.raw","Heart1","F06",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_07_repeat.raw","Heart1","F07",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_07.raw","Heart1","F07",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_08.raw","Heart1","F08",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_09.raw","Heart1","F09",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_10_repeat.raw","Heart1","F10",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_10.raw","Heart1","F10",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_11_repeat.raw","Heart1","F11",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_11.raw","Heart1","F11",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_12_repeat.raw","Heart1","F12",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_12.raw","Heart1","F12",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_13_repeat.raw","Heart1","F13",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_13.raw","Heart1","F13",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_14_repeat.raw","Heart1","F14",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_14.raw","Heart1","F14",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_15.raw","Heart1","F15",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_16.raw","Heart1","F16",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_17_repeat.raw","Heart1","F17",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_17.raw","Heart1","F17",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_18_repeat.raw","Heart1","F18",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_18.raw","Heart1","F18",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_19.raw","Heart1","F19",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_20.raw","Heart1","F20",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_21_repeat.raw","Heart1","F21",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_21.raw","Heart1","F21",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_22_140712030130.raw","Heart1","F22",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_22_repeat.raw","Heart1","F22",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_22.raw","Heart1","F22",3
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_23.raw","Heart1","F23",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_24_repeat.raw","Heart1","F24",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_24.raw","Heart1","F24",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_25_repeat.raw","Heart1","F25",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_25.raw","Heart1","F25",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_26_repeat.raw","Heart1","F26",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_26.raw","Heart1","F26",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_27_repeat.raw","Heart1","F27",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_27.raw","Heart1","F27",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_28_repeat.raw","Heart1","F28",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_28.raw","Heart1","F28",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_29_repeat.raw","Heart1","F29",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_29.raw","Heart1","F29",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_30_repeat.raw","Heart1","F30",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_30.raw","Heart1","F30",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_31.raw","Heart1","F31",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_32_repeat.raw","Heart1","F32",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_33.raw","Heart1","F33",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_34.raw","Heart1","F34",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_35.raw","Heart1","F35",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_36_repeat.raw","Heart1","F36",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_36.raw","Heart1","F36",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_37.raw","Heart1","F37",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_38_repeat.raw","Heart1","F38",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_38.raw","Heart1","F38",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_39_repeat_140809082311.raw","Heart1","F39",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_39.raw","Heart1","F39",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_40_repeat.raw","Heart1","F40",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_40.raw","Heart1","F40",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_41.raw","Heart1","F41",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_42.raw","Heart1","F42",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_43.raw","Heart1","F43",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_44.raw","Heart1","F44",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_45.raw","Heart1","F45",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_46.raw","Heart1","F46",2
"Nsco_PCP_SEC_SILAC_heart_fraction47_repeat.raw","Heart1","F47",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_47.raw","Heart1","F47",2
"Nsco_PCP_SILAC_heart_fraction47-repeat.raw","Heart1","F47",3
"Nsco_PCP_SILAC_heart_fraction47-repeat2_160520143759.raw","Heart1","F47",4
"Nsco_PCP_SILAC_heart_fraction47-repeat2.raw","Heart1","F47",5
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_48.raw","Heart1","F48",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_49.raw","Heart1","F49",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_50.raw","Heart1","F50",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_51_repeat.raw","Heart1","F51",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_51.raw","Heart1","F51",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_52_repeat.raw","Heart1","F52",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_52_repeat2_140808151702.raw","Heart1","F52",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_52.raw","Heart1","F52",3
"Nsco_PCP_SILAC_heart_fraction52-repeat.raw","Heart1","F52",4
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_53_repeat.raw","Heart1","F53",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_53.raw","Heart1","F53",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_53v2_140728143918.raw","Heart1","F53",3
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_53v2.raw","Heart1","F53",4
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_54_140728180515.raw","Heart1","F54",1
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_54.raw","Heart1","F54",2
"Nsco_PCP_SEC_SILAC_Mouse_heart_sample_55.raw","Heart1","F55",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction01_repeat.raw","Kidney1","F01",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction01.raw","Kidney1","F01",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction02_repeat.raw","Kidney1","F02",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction02.raw","Kidney1","F02",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction03_repeat.raw","Kidney1","F03",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction03.raw","Kidney1","F03",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction04_repeat.raw","Kidney1","F04",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction04.raw","Kidney1","F04",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction05_repeat.raw","Kidney1","F05",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction05.raw","Kidney1","F05",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction06_repeat.raw","Kidney1","F06",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction06.raw","Kidney1","F06",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction07_repeat.raw","Kidney1","F07",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction07.raw","Kidney1","F07",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction08.raw","Kidney1","F08",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction09_150725065023.raw","Kidney1","F09",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction09.raw","Kidney1","F09",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction10_150725101647.raw","Kidney1","F10",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction10.raw","Kidney1","F10",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction11_repeat.raw","Kidney1","F11",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction11.raw","Kidney1","F11",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction12_repeat.raw","Kidney1","F12",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction12.raw","Kidney1","F12",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction13_repeat.raw","Kidney1","F13",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction13.raw","Kidney1","F13",2
"Nsco_PCP_SEC_SILAC_Kidney_Fraction14_repeat.raw","Kidney1","F14",1
"Nsco_PCP_SEC_SILAC_Kidney_Fraction14.raw","Kidney1","F14",2
